제목,줄거리,장르,연령등급,제작연도,평점,포스터 이미지,OTT
7광구,"제주도 남단, 7광구의 망망대해에 떠있는 석유 시추선 이클립스 호. 산유국 꿈에 부푼 대원들의 예상과는 달리 시추 작업은 번번히 실패로 끝나고, 결국 본부로부터 철수 명령을 받는다. 철수를 위해 본부에서 베테랑 캡틴 정만이 투입되고, 오랜 시간 공들인 7광구에 석유가 있다고 확신하는 해저 장비 매니저 해준은 본부의 일방적인 명령에 강하게 반발한다. 철수까지 주어진 시간은 한달. 해준과 대원들이 마지막 시추작업에 총력을 가하던 어느 날, 갑자기 본부와 통신이 끊기고, 이클립스 호에는 이상 기류가 흐르는데...",액션,15세 이상 관람가,2011년,1.1,https://file.kinolights.com/m/content_poster/202307/12/bb7019d8-eca6-439e-bb92-09bac0a6abd9.webp,"넷플릭스, 티빙"
7년의 밤,"줄거리 : 사고로 여자아이를 쳐 교통사고를 낸 최현수는 호수에 아이를 유기한다. 아이가 싸늘한 주검으로 돌아온 것을 본 아버지 오영제는 직접 범인을 찾기 위해 증거를 모으기 시작한다.

1분 정보 : 정유정의 소설 <7년의 밤>을 원작으로 하고 있는 영화. 내부 사정으로 2년간 개봉일을 잡지 못하다가 개봉했다. 연출을 맡은 추창민 감독의 전작은 <광해, 왕이 된 남자>다.","드라마, 스릴러",15세 이상 관람가,2018년,2.2,https://file.kinolights.com/m/content_poster/202307/12/fd629b88-0352-422c-89ca-af4bf87b48d1.webp,"넷플릭스, 왓챠, 티빙"
7번방의 선물,최악의 흉악범들이 모인 교도소 7번방에 이상한 놈이 들어왔다! 그는 바로 6살 지능의 딸바보 용구! 평생 죄만 짓고 살아온 7번방 패밀리들에게 떨어진 미션은 바로 용구 딸 예승이를 외부인 절대 출입금지인 교도소에 반.입.하.는.것!,"드라마, 코미디",15세 이상 관람가,2012년,2.7,https://file.kinolights.com/m/content_poster/202307/12/dea4b40b-5f6d-4657-815a-1e71b86c0f6c.webp,"넷플릭스, 쿠팡플레이"
7월 22일,"노르웨이에서 실제로 벌어진 충격적인 테러 사건. 극적으로 살아남은 한 소년과 가족을 잃은 사람들, 그리고 전 국민이 악랄한 테러범에 맞선다. 삶을 위해, 세상을 위해.","드라마, 스릴러",청소년 관람불가,2018년,3.5,https://file.kinolights.com/m/content_poster/202307/12/69b0fa7f-cc17-46e9-a1a5-ca50483e55b2.webp,넷플릭스
7인의 사무라이,"{때는 전국시대, 끊이지 않는 전란(戰亂)이 만들어낸 '노부시'(野武士: 산적 무리)의 횡포에 백성들이 떨고있던 그때..}

주민들은 황폐한 땅에서 어렵게 수확한 식량으로 한해 한해를 넘기는 빈촌에 살고 있다. 이 빈촌엔 보리 수확이 끝날 무렵이면 어김없이 산적들이 찾아와 모든 식량을 모조리 약탈해 간다. 싸워도 애원해도 소용이 없었다. 가만히 있을 수만은 없던 촌장의 결단으로 사무라이들을 모집하는데, 이들은 풍부한 전쟁 경험을 가진 감병위(勘兵衛)를 포함한 7명이었다. 감병위의 지휘하에 마을은 방위태세를 갖추고 전투훈련도 시작한다.

이윽고 산적들의 공격이 시작되어 치열한 사투가 벌어지고 산적들은 전멸한다. 하지만 마을사람들 다수와 7명 중 4명의 사무라이도 목숨을 잃는다. 마을엔 평화가 찾아오고 주민들은 벼농사에 여념이 없다. 노동요를 부르는 백성들을 보면서 감병위는 이렇게 말한다. ""또.. 살아남았구나.. 이번도 또, 진 싸움이였구나.. 이긴 것은 저 농부들이다. 우리들이 아니야""","드라마, 액션",15세 이상 관람가,1954년,4.2,https://file.kinolights.com/m/content_poster/202307/12/bd73f450-482d-420d-881a-2ec0a19a4046.webp,왓챠
8 마일,"“꿈은 높은데 현실은 시궁창이야”
디트로이트 8 마일 313구역
힙합 클럽의 랩배틀, 단 45초!
그 안에 상대를 쓰러트려야 최고가 된다.

그의 희망은 분노에서 시작된다.",드라마,청소년 관람불가,2002년,3.6,https://file.kinolights.com/m/content_poster/202307/12/6eac4f07-8dd4-464f-a1bd-f57ad7efcd1c.webp,"왓챠, 쿠팡플레이"
86 -에이티식스- 1기 1쿨,"기아데 제국에서 개발한 완전 자동화 무인 전투 병기 '레기온'의 공격에 대응하기 위해 그 이웃 나라인 산마그놀리아 공화국이 개발한 무인 전투 병기 '저거노트'. 하지만, 무인이라는 건 이름뿐이었고 실제로는 사람으로 인정받지 못하는 사람들 에이티식스가 탑승해 도구처럼 다뤄지고 있었다.

에이티식스들로 편성된 부대 '스피어헤드'의 대장인 소년 신은 그저 죽음을 기다리는 것과도 같은 절망적인 전장 속에서 어떤 목적을 위해 싸움을 계속하고 있었다. 거기에 공화국 엘리트 군인인 레나가 새로운 지휘관제관 '핸들러'로서 부임했다. 그녀는 에이티식스들의 희생으로 성립되는 공화국 체제를 혐오하고 있었으며, '인간형 돼지'로 불리며 업신여김을 당하는 그들을 인간으로서 마주 보고자 하였다.

죽음과 이웃한 최전선에서 싸움을 계속하는 에이티식스 소년과 장래를 촉망받는 재능있는 엘리트 소녀.
결코 서로 마주할 일 없었을 터인 두 사람이, 격렬한 싸움 속에서 미래를 바라본다.","드라마, 액션, 애니메이션",15세 이상 시청가,2021년,4.0,https://file.kinolights.com/m/content_poster/202307/12/b5124f84-6be1-4463-aa74-727f38fa5523.webp,"왓챠, 티빙"
8월의 크리스마스,"작은 사진관을 운영하는 정원. 시한부 판정을 받지만 일상을 담담히 이어간다. 흑백 사진 같던 그의 삶에 어느 날 특별한 색깔이 스며든다. 바로, 사진을 인화하러 온 주차단속 요원 다림. 조금씩 마음이 일렁이지만 사랑을 시작해도 될까.","드라마, 로맨스",15세 이상 관람가,1998년,4.0,https://file.kinolights.com/m/content_poster/202307/12/fdd6040e-d0d6-42bd-9857-0c3213e65caa.webp,넷플릭스
9명의 번역가,"화제의 베스트셀러 디덜러스. 이 책의 마지막 장 출판을 위해 9개국의 번역가들이 고용된다. 결말 유출을 막기 위해 아무도 나갈 수 없는 지하 밀실에서 작업을 시작한 그들. 하지만 곧 첫 10페이지가 인터넷에 공개된다. 그리고 편집장 ‘에릭’에게 도착한 한 통의 메시지.
""돈을 보내지 않으면 다음 100페이지를 공개하겠다.”
에릭은 모든 수단을 동원해 범인을 찾으려 하고, 번역가들은 서로를 의심하기 시작하는데…",스릴러,15세 이상 관람가,2019년,3.2,https://file.kinolights.com/m/content_poster/202307/12/ebb25a3b-5bc4-41f6-a331-7109ece604da.webp,"왓챠, 티빙"
D.P. 시즌 1,"줄거리: 예리한 관찰력 덕에 탈영병 잡는 D.P 조에 들어간 이병 안준호. 하지만 활동을 나간 첫날, 모든 것이 꼬여버리는데...그들은 왜 탈영을 했을까? 탈영병들을 만나며 준호는 불편한 진실 앞에 마주하게 된다.

1분 정보: 이 작품에서 소름 돋는 연기를 선보....","드라마, 액션",15세 이상 시청가,2021년,4.1,https://file.kinolights.com/m/content_poster/202307/12/865f5e59-bd61-49ba-a4ca-a39b97a12b68.webp,넷플릭스
D.P. 시즌 2,군무 이탈 체포조(D.P.) 준호와 호열이 여전히 변한 게 없는 현실과 부조리에 끊임없이 부딪치며 벌어지는 이야기를 담은 넷플릭스 시리즈,"드라마, 액션, 스릴러",15세 이상 시청가,2023년,3.6,https://file.kinolights.com/m/content_poster/202307/13/62cdff86-6728-4885-beee-72eda8b53ea4.webp,넷플릭스
DMZ,"가까운 미래의 미국, 용감한 의사 알마는 실종된 아들을 찾기 위해 나선다. 맨해튼의 비무장 지대로 건너간 알마는 라이벌 갱단 간의 싸움을 마주한다.","드라마, 액션",15세 이상 관람가,2022년,0.0,https://file.kinolights.com/m/content_poster/202307/12/96b9567a-868b-4a9f-b8af-29b95199034f.webp,쿠팡플레이
Devil May Cry 데빌 메이 크라이,"지옥의 문이 열릴 위기에 처했다. 정체불명의 악당이 세상을 위협하는 가운데, 악마보다 위험한 매력을 지닌 악마 사냥꾼이 이 세상을 구할 마지막 희망일지도 모른다.","액션, 애니메이션",19세 이상 시청가,2025년,0.0,https://file.kinolights.com/m/content_poster/202503/07/27048a18-c5a6-4b4e-844f-571c8c4084e4.webp,넷플릭스
LEGO 닌자고: 스핀짓주 마스터 시즌 3,절대 악당 ‘오버로드’의 패배 후 첨단 도시로 거듭난 닌자고 시티! 하지만 닌자들은 악이 다른 모습으로 살아있음을 곧 깨닫는다. 막강해진 악의 힘을 막을 수 있을까?,"액션, 애니메이션",모든 연령 시청가,2014년,0.0,https://file.kinolights.com/m/content_poster/202307/12/44b6a793-79bd-45ce-af66-cb0dc45ec5dc.webp,넷플릭스
LTNS,"삶에 치여 관계마저 소원해진 부부가 돈을 벌기 위해 불륜 커플 협박에 나서고, 그 과정에서 이미 망가졌던 그들의 관계를 마주하는 이야기를 담은 코미디 드라마",드라마,19세 이상 시청가,2023년,3.6,https://file.kinolights.com/m/content_poster/202312/22/cf498969-63da-49cb-a249-25b1e62641e7.webp,티빙
MIU404 ~기동수사대~,사건의 초동 수사를 담당하는 경시청 '기동 수사대'의 두 형사가 24시간이라는 시간제한 안에 범인을 체포하기 위해 노력하는 이야기를 그린 드라마,드라마,15세 이상 시청가,2020년,4.0,https://file.kinolights.com/m/content_poster/202307/12/328847f5-0368-40e6-bf9b-b2187baeb0fe.webp,"넷플릭스, 왓챠, 티빙"
Mr. 플랑크톤,실수로 잘못 태어난 남자 해조의 인생 마지막 여행 길에 세상에서 가장 불행한 여자 재미가 강제 동행하면서 벌어지는 이야기,드라마,15세 이상 시청가,2023년,3.5,https://file.kinolights.com/m/content_poster/202410/24/b47ddc0f-44ac-4c09-82ab-293f639cc805.webp,넷플릭스
NCIS 시즌 1,"해군, 해병에 관련된 범죄나 사건·사고들을 해결해가는 특수수사팀의 에피소드","드라마, 액션",19세 이상 시청가,2003년,4.0,https://file.kinolights.com/m/content_poster/202307/12/50ec32cc-0d18-4111-8dd2-c89bf0e6f6d2.webp,왓챠
O2,"줄거리 : 동면 캡슐에서 눈을 뜬 여성. 기억은 사라졌고 산소는 계속해서 고갈되어간다. 생존을 위해 여성은 자신이 누구인지 왜 갇혀있는지 기억을 더듬기 시작한다.

1분 정보 : <피라냐>, <크롤>의 알렉산드르 아야 감독이 연출을 맡았다. <베리드>와 유사한 설정....","드라마, 스릴러, 판타지",15세 이상 관람가,2021년,2.9,https://file.kinolights.com/m/content_poster/202307/12/ef2ba5e4-0479-4540-8bc2-2cd4b4a0a8d4.webp,넷플릭스
Q - 섹스힐링,"자유분방하게 살아온 세실(데보라 레비)은 아버지를 떠나 보낸 상실감에 스스로를 학대하듯 처음 보는 남자 매트(고완 디디)를 유혹하며 도발적인 성적 유희에 빠져든다. 마치 활화산 같은 욕망의 분출이 자신의 해방구인 것처럼.

치명적인 유혹을 즐기듯 거침없이 몸을 던지는 세실은 연인 찬스(조니 아마로)와도 온몸을 사르는 불 같은 사랑에 빠져보지만 굶주린 욕망은 좀처럼 채워지지 않는다. 마찬가지로 출구 없는 삶에서 뜨거운 열정을 숨기듯 안고 사는 앨리스(헬렌 짐머)는 자신의 욕망을 대리 분출시키려는 세실로 인해 아슬아슬해서 더욱 위험한 욕망에 사로잡힌다. 결국 세실과 앨리스는 대담하게도 섹스리스 커플을 치료하는 ‘섹스힐링’에 나서고, 급기야는 친구들과 함께 집단 매춘에 뛰어들어 끝간 데를 모를 욕망의 화신들로 변해가는데…",드라마,청소년 관람불가,2011년,0.0,https://file.kinolights.com/m/content_poster/202307/12/33e7c9d9-e593-468d-ba3a-14c61a695b6b.webp,티빙
Re: 제로부터 시작하는 이세계 생활 3기 반격편,습격해 온 엘자 일행의 맹공을 물리치고 대토와의 싸움에서 베아트리스와의 계약에 성공한 '성역'의 해방으로터 1년이 지났다. 황선에 임하는 에밀리아 진영은 일치단결해서 충실한 나날을 보내고 있던 나츠키 스바루였지만 그런 평화는 다른 진영의 사자가 가지고 온 한 장의 편지를 계기로 끝을 알렸다.,"판타지, 애니메이션",15세 이상 시청가,2025년,0.0,https://file.kinolights.com/m/content_poster/202502/26/fe5f21e3-460e-4256-812b-d418f0ea9c87.webp,티빙
Re:제로부터 시작하는 이세계 생활 2기 파트 1,"마녀교 대죄사교 ""나태""담당 페텔기우스 로마네콩티를 물리치고 에밀리아와 재회한 나츠키 스바루. 괴로운 결별을 극복하고 드디어 만난 두 사람이었지만 그것은 새로운 파란의 시작이었다. 상상을 뛰어넘는 절체절명의 위기 그리고 덮쳐오는 무자비한 현실.","드라마, 로맨스, 스릴러, 공포, 판타지, 애니메이션",15세 이상 시청가,2020년,3.6,https://file.kinolights.com/m/content_poster/202307/12/6dad86fe-5d78-40bf-91f9-3ba1a57b4f39.webp,티빙
Re:제로부터 시작하는 이세계 생활 2기 파트 2,내가 반드시 너를 구해 보이겠어. 마녀교 대죄사교 '나태' 담당 페텔기우스 로마네콩티를 물리치고 에밀리아와 재회한 나츠키 스바루. 괴로운 결별을 극복하고 드디어 만난 두 사람이었지만 그것은 새로운 파란의 시작이었다. 상상을 뛰어넘는 절체절명의 위기 그리고 덮쳐오는 무자비한 현실. 소년은 다시 가혹한 운명에 맞선다....,"드라마, 로맨스, 스릴러, 공포, 판타지, 애니메이션",15세 이상 시청가,2021년,3.8,https://file.kinolights.com/m/content_poster/202307/12/88930393-9416-4d98-94a9-97381d72cceb.webp,"왓챠, 티빙"
S.W.A.T 비밀여특경,"초고층 빌딩에 고립된 인질들을 구하라!여성 특수경찰 성난이 보석전시회에 참가하다 보석을 훔치고 인질을 납치하는 무장괴한 들과 조우하게 된다. 특경 팀원들과 협력해서, 위험한 함정과 폭발에 맞서 싸운다 성난은 공격하는 범죄자들의 심리를",액션,15세 이상 관람가,2022년,0.0,https://file.kinolights.com/m/content_poster/202410/31/45b3cfb2-396c-4f07-bb24-911434e2fcc3.webp,티빙
SNL 코리아 시즌 5,"성역 없는 풍자, 거침없는 패러디로 트렌드를 선도하는 대한민국 최고의 코미디 쇼",코미디,19세 이상 시청가,2024년,3.9,https://file.kinolights.com/m/content_poster/202402/21/0babd61d-cc12-4f61-8a72-83d8b68206a7.webp,쿠팡플레이
ST 적과 백의 수사파일,"뛰어난 능력의 소유자들이 정작 경시청 내에서는 아웃사이더 취급을 받지만, 결국에는 난제의 사건을 해결해 나간다는 이야기",드라마,15세 이상 시청가,2014년,0.0,https://file.kinolights.com/m/content_poster/202307/12/0420808d-28fe-4fe0-8fc4-d6444b447484.webp,티빙
TAR 타르,"무대를 장악하는 마에스트로, 욕망을 불태우는 괴물, 베를린 필하모닉 최초의 여성 지휘자 리디아 타르. 이 이야기는 그녀의 정점에서 시작된다.",드라마,15세 이상 관람가,2022년,3.6,https://file.kinolights.com/m/content_poster/202307/12/5d7158d8-d766-486e-87c4-d32e48d06c83.webp,왓챠
The 8 Show (더 에이트 쇼),"8명의 인물이 8층으로 나뉜 비밀스런 공간에 갇혀 ‘시간이 쌓이면 돈을 버는’ 쇼가 시작된다. 협력과 대립, 반목과 배신을 거듭하는 참가자들. 그들 사이에서 원초적 욕망이 격돌한다.",드라마,19세 이상 시청가,2024년,3.4,https://file.kinolights.com/m/content_poster/202405/02/856f25f2-2f33-459a-8b8c-1291300b191f.webp,넷플릭스
The Redemption of Sin,"경찰이 수색을 중단했을 때, 문제가 있는 어머니는 실종된 딸을 찾기 위해 팟캐스터와 함께 일하지만, 그녀를 괴롭히는 어두운 세력에 직면하게 됩니다.","스릴러, 공포",15세 이상 관람가,2024년,0.0,https://file.kinolights.com/m/content_poster/202503/14/fcc0d412-6cd5-4f6c-85b9-4e25c4bfe216.webp,넷플릭스
V/H/S/94 : 파멸을 부르는 비디오,S.W.A.T.팀이 입수한 불길한 VHS 테이프. 이에 대해 조사하고 악몽 같은 음모를 밝혀내는 중에 사전에 녹화 자료를 가지고 있는 불길한 사이비 종교 집단을 발견한다. 그리고 참혹하게 이어지는 저주받은 비디오 테이프의 시작을 알린다.,"액션, 공포",청소년 관람불가,2021년,0.0,https://file.kinolights.com/m/content_poster/202307/12/aa6590f8-e5c6-4ca1-8cf7-97ee0837519f.webp,티빙
